TOTAL EMPLOYEES,COMPANY TYPE,YEAR OLD
201-500 Employees,19 years old,South San Francisco +4 more
51-200 Employees,Public,17 years old
201-500 Employees,Startup,11 years old
201-500 Employees,Public,56 years old
501-1k Employees,Indian Unicorn,9 years old
18 years old,New Delhi +17 more,
501-1k Employees,Public,39 years old
10k-50k Employees,20 years old,Muscat +8 more
501-1k Employees,16 years old,Jaipur +6 more
501-1k Employees,30 years old,Jalandhar +33 more
201-500 Employees (Global),63 years old,Hyderabad +21 more
1k-5k Employees,Public,33 years old
1k-5k Employees,Public,33 years old
201-500 Employees,92 years old,Kolkata +5 more
501-1k Employees,Indian Unicorn,9 years old
501-1k Employees,Public,77 years old
201-500 Employees,92 years old,Kolkata +5 more
501-1k Employees,Public,39 years old
,,
501-1k Employees,Public,11 years old
51-200 Employees,Gurgaon / Gurugram +17 more,
1k-5k Employees,Public,51 years old
51-200 Employees,Public,17 years old
51-200 Employees,San Diego +21 more,
501-1k Employees,34 years old,Noida +8 more
201-500 Employees,8 years old,Columbia +5 more
201-500 Employees,10 years old,Kolkata +16 more
501-1k Employees,33 years old,Fairfax +8 more
51-200 Employees,17 years old,Chennai +5 more
501-1k Employees,30 years old,Jalandhar +33 more
10k-50k Employees,20 years old,Muscat +8 more
1k-5k Employees,Public,33 years old
1k-5k Employees,Public,33 years old
1 Lakh+ Employees,76 years old,Mumbai +29 more
51-200 Employees,17 years old,Chennai +5 more
501-1k Employees,22 years old,Mumbai +5 more
501-1k Employees,Public,11 years old
1k-5k Employees,43 years old,Gurgaon/Gurugram +13 more
,,
201-500 Employees,Startup,Hyderabad +3 more
501-1k Employees,60 years old,Thoothukudi +21 more
Ahmedabad +4 more,,
201-500 Employees,11 years old,New York +7 more
201-500 Employees,Indian Unicorn,7 years old
501-1k Employees,49 years old,Coral Gables +3 more
501-1k Employees,26 years old,Pune +2 more
1k-5k Employees,8 years old,Noida +5 more
201-500 Employees,20 years old,New York +8 more
1k-5k Employees,92 years old,Gothenburg +13 more
201-500 Employees,25 years old,Mumbai +13 more
Atlanta +12 more,,
201-500 Employees,44 years old,Dehradun +4 more
201-500 Employees,Public,43 years old
201-500 Employees,Public,45 years old
201-500 Employees,25 years old,Mumbai +13 more
51-200 Employees,Central,71 years old
51-200 Employees,Forbes Global 2000,37 years old
501-1k Employees,16 years old,Singapore +2 more
501-1k Employees,18 years old,United states +1 more
51-200 Employees,30 years old,Ludhiana +5 more
201-500 Employees,Public,45 years old
1k-5k Employees,Public,33 years old
201-500 Employees,Public,33 years old
501-1k Employees (Global),55 years old,New Delhi +30 more
501-1k Employees,24 years old,Bridgewater +3 more
1k-5k Employees,Public,18 years old
201-500 Employees,26 years old,Pune +5 more
1k-5k Employees,Public,63 years old
501-1k Employees,22 years old,The Woodlands +10 more
501-1k Employees (Global),21 years old,Ludhiana +12 more
501-1k Employees,Public,31 years old
Atlanta +12 more,,
51-200 Employees,Startup,10 years old
11-50 Employees,17 years old,Kolkata +11 more
201-500 Employees,98 years old,Sandefjord +21 more
1k-5k Employees,28 years old,Hyderabad +60 more
501-1k Employees,21 years old,Mumbai +2 more
51-200 Employees,Forbes Global 2000,37 years old
501-1k Employees,18 years old,United states +1 more
51-200 Employees,Central,71 years old
501-1k Employees,16 years old,Singapore +2 more
201-500 Employees,15 years old,Kolkata +1 more
201-500 Employees,34 years old,Delhi/NCR +11 more
201-500 Employees (Global),12 years old,Gurgaon/Gurugram +27 more
201-500 Employees,26 years old,Pune +5 more
501-1k Employees,17 years old,Ahmedabad +3 more
201-500 Employees,Forbes Global 2000,10 years old
201-500 Employees,36 years old,Kolkata +17 more
51-200 Employees,62 years old,Mumbai +32 more
11-50 Employees,17 years old,Kolkata +11 more
501-1k Employees (Global),21 years old,Ludhiana +12 more
501-1k Employees,Public,31 years old
1k-5k Employees,Public,63 years old
201-500 Employees,23 years old,Bangalore/Bengaluru +10 more
201-500 Employees,94 years old,Pune +7 more
501-1k Employees,39 years old,Vadodara/Baroda +3 more
51-200 Employees,Gurugram +2 more,
1k-5k Employees,Dubai +8 more,
51-200 Employees,Bangalore / Bengaluru +2 more,
51-200 Employees,Startup,5 years old
501-1k Employees,19 years old,Gurgaon +6 more
201-500 Employees,13 years old,Pune +4 more
501-1k Employees,Startup,12 years old
1k-5k Employees,30 years old,Coimbatore +8 more
201-500 Employees,Startup,12 years old
501-1k Employees,12 years old,Chicago +3 more
1k-5k Employees,12 years old,SECUNDERABAD +4 more
51-200 Employees,9 years old,Chennai +9 more
51-200 Employees,34 years old,Hyderabad / Secunderabad +7 more
501-1k Employees,42 years old,Coimbatore +6 more
51-200 Employees,288 years old,Sonipat +5 more
201-500 Employees,21 years old,Pune +15 more
51-200 Employees,20 years old,Vadodara +26 more
201-500 Employees,Public,45 years old
501-1k Employees,30 years old,Leawood +8 more
501-1k Employees,36 years old,Geneva +8 more
51-200 Employees,29 years old,Mumbai +9 more
5k-10k Employees,232 years old,Boston +10 more
32 years old,Manhattan Beach +40 more,
501-1k Employees,63 years old,San Antonio +8 more
201-500 Employees,26 years old,Dallas +4 more
1k-5k Employees (Global),22 years old,Chicago +10 more
51-200 Employees,8 years old,Pune +2 more
11-50 Employees,15 years old,New Delhi +38 more
11-50 Employees (Global),Anantapur +12 more,
51-200 Employees,Startup,7 years old
501-1k Employees,Indian Unicorn,14 years old
501-1k Employees,36 years old,Hamilton +6 more
501-1k Employees,73 years old,Bangalore/Bengaluru +11 more
201-500 Employees,New York +4 more,
5k-10k Employees,20 years old,Ahmedabad +55 more
201-500 Employees,21 years old,Noida +3 more
25 years old,Kolkata +29 more,
201-500 Employees (Global),Lucknow +20 more,
201-500 Employees,Startup,9 years old
201-500 Employees,Public,37 years old
501-1k Employees,Delhi +47 more,
201-500 Employees (Global),9 years old,Lucknow +35 more
201-500 Employees,40 years old,Gurgaon +12 more
1k-5k Employees,16 years old,Bengaluru +11 more
51-200 Employees,35 years old,Gurgaon +25 more
201-500 Employees,44 years old,Horsham +3 more
51-200 Employees,15 years old,New Delhi +18 more
1-10 Employees,46 years old,Jeddah +13 more
201-500 Employees,20 years old,Surat +4 more
,,
1k-5k Employees,14 years old,Chennai +7 more
501-1k Employees,90 years old,Duluth +4 more
51-200 Employees,Startup,6 years old
501-1k Employees,40 years old,Exton +6 more
201-500 Employees,Tampa +3 more,
201-500 Employees,37 years old,Chennai +23 more
501-1k Employees,21 years old,Gurgaon +7 more
201-500 Employees (Global),16 years old,Bangalore/Bengaluru +17 more
1k-5k Employees,Pune +22 more,
51-200 Employees,11 years old,Gurgaon +4 more
501-1k Employees,Forbes Global 2000,17 years old
51-200 Employees,71 years old,New Jersey +11 more
51-200 Employees,35 years old,Ahmedabad +16 more
501-1k Employees,Startup,10 years old
Forbes Global 2000,9 years old,Leverkusen +11 more
51-200 Employees,15 years old,Blue Ash +5 more
501-1k Employees,32 years old,New York +4 more
501-1k Employees,38 years old,Mumbai +22 more
1k-5k Employees,31 years old,Mohali +18 more
1k-5k Employees,Public,64 years old
10k-50k Employees,12 years old,Sugar Land +3 more
5k-10k Employees,State,17 years old
501-1k Employees,17 years old,London +3 more
10k-50k Employees (Global),131 years old,Montpellier +10 more
201-500 Employees,39 years old,Nasik/Nashik +12 more
1k-5k Employees,92 years old,Pune +18 more
501-1k Employees,13 years old,Noida +23 more
201-500 Employees,42 years old,Mumbai +6 more
501-1k Employees,19 years old,New Delhi +7 more
51-200 Employees,25 years old,Ahmedabad +14 more
1k-5k Employees,54 years old,Abu Dhabi +12 more
501-1k Employees,Startup,10 years old
11-50 Employees,Startup,7 years old
201-500 Employees,60 years old,Tirupur/Tiruppur +17 more
51-200 Employees,8 years old,Bengaluru/Bangalore +2 more
201-500 Employees,21 years old,Hyderabad +7 more
10k-50k Employees,46 years old,Chennai +4 more
501-1k Employees,Public,136 years old
501-1k Employees,50 years old,Mumbai +13 more
201-500 Employees,Public,20 years old
201-500 Employees,25 years old,Hyderabad +14 more
501-1k Employees,Public,62 years old
201-500 Employees,23 years old,Gurgaon/Gurugram +7 more
501-1k Employees,9 years old,Mumbai +9 more
201-500 Employees,Public,30 years old
Bangalore / Bengaluru +10 more,,
501-1k Employees,Startup,8 years old
51-200 Employees,Chennai +2 more,
1k-5k Employees,Fortune India 500,38 years old
51-200 Employees,14 years old,Nagpur +17 more
51-200 Employees,38 years old,Dubai +10 more
51-200 Employees,20 years old,San Mateo +23 more
1k-5k Employees,43 years old,Dhaka +36 more
,,
201-500 Employees,33 years old,Pune +1 more
201-500 Employees,Hyderabad / Secunderabad +3 more,
51-200 Employees,Pune +12 more,
1k-5k Employees,Hyderabad / Secunderabad +3 more,
51-200 Employees,7 years old,Pune
501-1k Employees,153 years old,Fort Worth +10 more
501-1k Employees,New York +2 more,
1k-5k Employees,27 years old,Chennai +17 more
1k-5k Employees,16 years old,New Delhi +17 more
201-500 Employees,28 years old,Gurgaon/Gurugram +23 more
501-1k Employees,11 years old,Minneapolis +2 more
10k-50k Employees,Central,52 years old
501-1k Employees,8 years old,Gurgaon +7 more
201-500 Employees,20 years old,Hyderabad +28 more
51-200 Employees,17 years old,Vadodara/Baroda +2 more
201-500 Employees,14 years old,Bangalore/Bengaluru +1 more
201-500 Employees,43 years old,East Haven +2 more
51-200 Employees,14 years old,Bengaluru +22 more
201-500 Employees,16 years old,San Jose +9 more
1k-5k Employees,15 years old,San Jose +5 more
501-1k Employees,Public,34 years old
51-200 Employees,12 years old,Mohali +22 more
51-200 Employees,16 years old,Gurgaon/Gurugram +1 more
201-500 Employees,8 years old,Burlingame
201-500 Employees,6 years old,Stuttgart +7 more
201-500 Employees,Startup,10 years old
51-200 Employees (Global),47 years old,Vijayawada +19 more
51-200 Employees,12 years old,Mohali +2 more
Dewas +5 more,,
201-500 Employees,49 years old,Mumbai +20 more
51-200 Employees,9 years old,Hyderabad/Secunderabad +8 more
201-500 Employees,31 years old,Thane +28 more
201-500 Employees (Global),25 years old,Nasik/Nashik +3 more
501-1k Employees,Public,35 years old
51-200 Employees,20 years old,Hyderabad/Secunderabad +19 more
201-500 Employees,12 years old,Noida +8 more
201-500 Employees (Global),29 years old,Gurgaon +50 more
51-200 Employees,Public,18 years old
11-50 Employees,26 years old,Mumbai +2 more
201-500 Employees (Global),Public,71 years old
1k-5k Employees,Public,46 years old
1k-5k Employees,18 years old,Chennai +4 more
51-200 Employees,16 years old,Gurgaon/Gurugram +1 more
51-200 Employees (Global),47 years old,Vijayawada +19 more
201-500 Employees,20 years old,Hyderabad +28 more
51-200 Employees,56 years old,Kolkata +23 more
51-200 Employees,14 years old,Bengaluru +22 more
201-500 Employees,8 years old,Burlingame
201-500 Employees,Public,20 years old
201-500 Employees,Startup,10 years old
51-200 Employees,Startup,7 years old
201-500 Employees,6 years old,Stuttgart +7 more
11-50 Employees,5 years old,Tiruchirappalli +4 more
201-500 Employees,24 years old,Mumbai +17 more
51-200 Employees,Startup,7 years old
11-50 Employees,5 years old,Tiruchirappalli +4 more
51-200 Employees,Noida +6 more,
1k-5k Employees,24 years old,Ahmedabad +27 more
1k-5k Employees,Forbes Global 2000,45 years old
501-1k Employees,61 years old,Alpharetta +1 more
1k-5k Employees,26 years old,Singapore +9 more
201-500 Employees,Startup,9 years old
501-1k Employees,20 years old,Charlotte +1 more
51-200 Employees,Public,52 years old
201-500 Employees,52 years old,Hyderabad +4 more
11-50 Employees,140 years old,Ahmedabad +8 more
201-500 Employees,13 years old,Bangalore +6 more
51-200 Employees,17 years old,Delhi/NCR +3 more
201-500 Employees,17 years old,Mumbai +31 more
5k-10k Employees,76 years old,Kolkata +14 more
201-500 Employees,37 years old,Faridabad +6 more
1k-5k Employees,Public,Chennai +20 more
1k-5k Employees,Public,39 years old
501-1k Employees,36 years old,Hyderabad/Secunderabad +27 more
201-500 Employees,9 years old,Mumbai +28 more
201-500 Employees,13 years old,Hyderabad/Secunderabad +2 more
501-1k Employees,51 years old,Chandigarh +16 more
1k-5k Employees,Fortune India 500,48 years old
201-500 Employees,15 years old,Mumbai +9 more
201-500 Employees,Noida +3 more,
11-50 Employees,16 years old,New York +44 more
New Delhi +29 more,,
1k-5k Employees,27 years old,Chesterfield +4 more
501-1k Employees,21 years old,Noida +14 more
201-500 Employees,17 years old,Bengaluru +19 more
51-200 Employees,122 years old,Auburn Hills +7 more
1k-5k Employees,63 years old,Delhi/NCR +10 more
201-500 Employees (Global),11 years old,Gurgaon/Gurugram +16 more
201-500 Employees,Forbes Global 2000,151 years old
1k-5k Employees,35 years old,New Delhi +6 more
5k-10k Employees,10 years old,Yokohama +9 more
5k-10k Employees (Global),Delhi +63 more,
201-500 Employees,51 years old,Navi Mumbai +11 more
51-200 Employees,27 years old,Meerut +16 more
1k-5k Employees,35 years old,New Delhi +6 more
201-500 Employees,Startup,9 years old
51-200 Employees,55 years old,Pill +6 more
51-200 Employees,42 years old,Pune +1 more
1k-5k Employees,17 years old,Mumbai +14 more
501-1k Employees,51 years old,Chandigarh +16 more
1k-5k Employees,Fortune India 500,48 years old
201-500 Employees,15 years old,Mumbai +9 more
201-500 Employees,Forbes Global 2000,151 years old
51-200 Employees,17 years old,Delhi/NCR +3 more
201-500 Employees,20 years old,San Diego +2 more
New Delhi +12 more,,
1k-5k Employees,Public,39 years old
11-50 Employees,16 years old,New York +44 more
1k-5k Employees,Navi Mumbai +3 more,
New Delhi +29 more,,
201-500 Employees,Noida +3 more,
Noida +1 more,,
501-1k Employees,32 years old,Hyderabad/Secunderabad +10 more
201-500 Employees,Indian Unicorn,16 years old
51-200 Employees,Public,8 years old
1k-5k Employees,Navi Mumbai +3 more,
Noida +1 more,,
1k-5k Employees,State,110 years old
501-1k Employees,Public,17 years old
501-1k Employees,Indian Unicorn,5 years old
51-200 Employees,23 years old,Delhi +21 more
1k-5k Employees,16 years old,Panchkula +4 more
501-1k Employees,Public,30 years old
201-500 Employees,Startup,10 years old
51-200 Employees,State,25 years old
201-500 Employees,35 years old,Mumbai  +27 more
501-1k Employees,Public,41 years old
501-1k Employees,10 years old,Milpitas +4 more
501-1k Employees,53 years old,Palwal +4 more
11-50 Employees,29 years old,Mumbai +18 more
1k-5k Employees,38 years old,Delhi/NCR +40 more
51-200 Employees (Global),21 years old,Noida +9 more
201-500 Employees,21 years old,Cambridge +2 more
201-500 Employees,Public,47 years old
201-500 Employees,28 years old,Fremont +2 more
1k-5k Employees,Public,62 years old
501-1k Employees,20 years old,Bangalore/Bengaluru +14 more
1k-5k Employees (Global),46 years old,Ansan-si +8 more
51-200 Employees,10 years old,Bangalore/Bengaluru +12 more
501-1k Employees,19 years old,Bengaluru +25 more
201-500 Employees,7 years old,Toronto +3 more
201-500 Employees,Chennai +24 more,
201-500 Employees,104 years old,Stuttgart +16 more
51-200 Employees,12 years old,Noida +36 more
1k-5k Employees,Public,60 years old
Chennai +6 more,,
1k-5k Employees,Public,14 years old
201-500 Employees,38 years old,New Delhi +8 more
51-200 Employees,25 years old,Noida +4 more
51-200 Employees,21 years old,Chandigarh +19 more
10k-50k Employees,State,25 years old
51-200 Employees,48 years old,Mumbai +4 more
1k-5k Employees,9 years old,Mumbai +20 more
51-200 Employees,24 years old,Hyderabad/Secunderabad +19 more
51-200 Employees,11 years old,Hyderabad +5 more
201-500 Employees,28 years old,Rostock +9 more
11-50 Employees,48 years old,Noida +8 more
51-200 Employees,106 years old,Bremen +14 more
51-200 Employees,17 years old,Noida +31 more
50k-1 Lakh Employees (Global),49 years old,West Bengal +15 more
201-500 Employees,145 years old,Bologna +16 more
51-200 Employees,144 years old,Paris +16 more
,,
51-200 Employees,Gurgaon / Gurugram +14 more,
1k-5k Employees,22 years old,Chatham +2 more
91 years old,Mumbai +23 more,
201-500 Employees,13 years old,Mumbai +8 more
1k-5k Employees,24 years old,London +5 more
