COMPANY NAME,RATING,REVIEWS,INDUSTRY,INDIA HQ,BRANCHES,PACKAGE,Highly_rated_for,Critically_rated_for
Operational Energy Group India,3.9,-243,Power,Chennai,53 other locations,830,"Promotions / Appraisal, Job Security, Salary & Benefits",
Novonesis,3.9,-243,Biotechnology,Bangalore / Bengaluru,11 other locations,1.2k,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Valmet,4,-243,Oil & Gas,Pune,13 other locations,1.2k,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
Electronic Arts,4,-242,Gaming,Hyderabad / Secunderabad,8 other locations,2.1k,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Winjit Technologies,3.6,-242,IT Services & Consulting,Nashik,11 other locations,1.9k,"Promotions / Appraisal, Job Security, Company Culture",
99acres,3.7,-242,Internet,Noida,29 other locations,1.1k,"Work Life Balance, Salary & Benefits, Work Satisfaction",
TourTravelWorld.Com,4.9,-242,Internet,New Delhi,,2,"Job Security, Work Life Balance",Promotions / Appraisal
Kotak Mahindra General Insurance,3.8,-242,Insurance,Mumbai,49 other locations,1.3k,"Promotions / Appraisal, Job Security, Work Satisfaction",
Vyom Labs,3.3,-242,IT Services & Consulting,Pune,9 other locations,1.8k,"Skill Development / Learning, Job Security, Work Life Balance",
Maharishi Vidya Mandir,4.1,-242,Education & Training,Chennai,80 other locations,633,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal
National Petroleum Construction Company,4.4,-242,Oil & Gas,Abu Dhabi,22 other locations,535,"Work Life Balance, Salary & Benefits, Work Satisfaction",
Teachmint,3.5,-242,EdTech,Bangalore / Bengaluru,27 other locations,1.2k,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
Tata Boeing Aerospace,3.6,-242,Defence & Aerospace,Hyderabad / Secunderabad,8 other locations,1.3k,"Work Life Balance, Company Culture, Work Satisfaction",
Toshiba,4.1,-242,Industrial Machinery,Bangalore / Bengaluru,32 other locations,1.2k,"Company Culture, Work Life Balance, Skill Development / Learning",
Caplin Point Laboratories,3.5,-243,Pharma,Chennai,7 other locations,1.3k,"Work Life Balance, Promotions / Appraisal, Work Satisfaction",
Dbs Mintek,3.3,-242,Financial Services,Pune,18 other locations,1.3k,"Work Life Balance, Company Culture, Salary & Benefits",
Shalina Healthcare,3.3,-242,Pharma,Pune,12 other locations,673,Promotions / Appraisal,
ZIGRAM,3.6,-242,Software Product,Gurgaon / Gurugram,7 other locations,1k,"Skill Development / Learning, Work Satisfaction, Company Culture",
The Smart Cube,3.4,-242,Management Consulting,Noida,7 other locations,1.9k,"Company Culture, Work Satisfaction, Salary & Benefits",
Naandi Foundation,4,-241,Non-Profit,Hyderabad / Secunderabad,50 other locations,555,"Skill Development / Learning, Work Life Balance, Job Security",
The Sparks Foundation,4.3,-241,Education & Training,Mumbai,20 other locations,324,Job Security,
Terralogic Software Solutions,3,-241,IT Services & Consulting,Bangalore / Bengaluru,10 other locations,1.9k,"Promotions / Appraisal, Work Satisfaction, Company Culture",
Betsol,3.5,-241,IT Services & Consulting,Bangalore / Bengaluru,3 other locations,1.4k,"Salary & Benefits, Promotions / Appraisal, Job Security",
HYUNDAI TRANSYS INDIA,3.8,-241,Auto Components,Anantapur,13 other locations,1.3k,"Promotions / Appraisal, Job Security, Salary & Benefits",
Gujarat State Fertilizers & Chemicals,4.4,-241,Agro Chemicals,Vadodara,26 other locations,948,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",
Foundation To Educate Girls Globally,4.1,-241,Education & Training,Mumbai,52 other locations,511,Job Security,
Bajaj Allianz,3.6,-241,Pune +95 other locations,,,1.9k,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Skill Development / Learning"
NextGen Healthcare,3.6,-241,Software Product,Bangalore / Bengaluru,11 other locations,1.5k,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Shakambhari Ispat & Power,3.7,-241,Power,Kolkata,14 other locations,945,"Salary & Benefits, Promotions / Appraisal, Job Security",
Quality Council of India,3.3,-241,New Delhi +20 other locations,,,1.4k,Work Life Balance,"Promotions / Appraisal, Job Security"
Toshiba Software India,3.6,-241,IT Services & Consulting,Bangalore / Bengaluru,5 other locations,1.6k,"Skill Development / Learning, Job Security, Company Culture",
Calpion Software Technologies,3.2,-241,IT Services & Consulting,Bangalore / Bengaluru,6 other locations,1.5k,"Promotions / Appraisal, Job Security, Work Satisfaction",
Chandigarh Group of Colleges,3.7,-241,Education & Training,Chandigarh,20 other locations,798,"Promotions / Appraisal, Work Satisfaction, Job Security",
Malabar Group Of Companies,3.7,-241,Jewellery,Kozhikode,54 other locations,1.2k,"Job Security, Salary & Benefits, Skill Development / Learning",Promotions / Appraisal
Oswaal Books and Learning Private Limited,4.1,-241,Printing & Publishing,Agra,10 other locations,342,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",
Schneider Electric Infrastructure,4.1,-240,Electrical Equipment,Vadodara,24 other locations,1.2k,Job Security,
Royal Infraconstru,3.3,-240,Engineering & Construction,Kolkata,37 other locations,754,"Promotions / Appraisal, Company Culture",
Hindware Home Innovation,3.6,-240,Gurgaon / Gurugram +48 other locations,,,646,"Promotions / Appraisal, Job Security, Work Satisfaction",
Cryoviva Biotech,3.4,-241,Biotechnology,Gurgaon / Gurugram,46 other locations,609,"Work Life Balance, Work Satisfaction, Company Culture",
ITCONS e-Solutions,3.5,-240,IT Services & Consulting,Noida,69 other locations,560,"Company Culture, Work Life Balance, Work Satisfaction",
Koyo Bearings India,4.1,-240,Auto Components,Rewari,7 other locations,734,Skill Development / Learning,"Promotions / Appraisal, Job Security, Work Satisfaction"
Catch Foods,4.1,-240,Food Processing,Noida,66 other locations,395,"Work Life Balance, Job Security, Company Culture",
Mahindra Susten,4.4,-240,Engineering & Construction,Mumbai,27 other locations,913,"Company Culture, Skill Development / Learning, Salary & Benefits",
Moder Solutions,3.3,-240,Financial Services,Bangalore / Bengaluru,7 other locations,1.2k,"Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits"
Indian Oil- Adani Gas,3.8,-240,Oil & Gas,Noida,32 other locations,1.2k,"Promotions / Appraisal, Job Security, Work Life Balance",
Roha Dyechem,3.2,-240,Food Processing,Mumbai,10 other locations,1.1k,"Skill Development / Learning, Salary & Benefits, Work Life Balance",
FOX Solutions,3.6,-240,Industrial Machinery,Nashik,19 other locations,1.1k,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Dosti Realty,3.7,-240,Real Estate,Mumbai,5 other locations,1k,"Skill Development / Learning, Company Culture, Job Security",
Indian Railway Catering and Tourism,3.7,-240,Urban Transport,New Delhi,50 other locations,849,"Skill Development / Learning, Work Life Balance, Company Culture",
Altera Digital Health,3.3,-241,Software Product,Pune,4 other locations,1.4k,"Salary & Benefits, Skill Development / Learning, Work Life Balance",
Sundaram Home Finance,4.3,-240,NBFC,Chennai,70 other locations,694,"Company Culture, Skill Development / Learning, Salary & Benefits",
Expertise Contracting Company,3.5,-241,Industrial Machinery,Al Jubail,14 other locations,812,"Promotions / Appraisal, Work Satisfaction, Company Culture",
Archirodon,3.8,-239,Engineering & Construction,Mumbai,23 other locations,377,"Company Culture, Work Life Balance, Work Satisfaction",
Barista Coffee Company,4.3,-239,Beverage,New Delhi,32 other locations,650,"Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits"
Exusia,3.8,-239,IT Services & Consulting,Pune,11 other locations,779,"Company Culture, Work Life Balance, Salary & Benefits",
Zee Learn,3.6,-239,Education & Training,Mumbai,33 other locations,911,"Job Security, Promotions / Appraisal, Salary & Benefits",
Indiabulls Real Estate,4.3,-239,Real Estate,Mumbai,23 other locations,943,"Job Security, Skill Development / Learning, Company Culture",
Apparel Group India Private Limited,3.4,-239,Retail,Bangalore / Bengaluru,26 other locations,1.5k,"Promotions / Appraisal, Job Security, Work Life Balance",
Vesuvius,3.8,-239,Industrial Machinery,Visakhapatnam,23 other locations,999,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
IPROCESS BUSINESS SOLUTIONS,3.7,-239,EdTech,Hyderabad / Secunderabad,95 other locations,628,"Skill Development / Learning, Work Life Balance, Work Satisfaction",
NEC Software Solutions,3.9,-239,IT Services & Consulting,Mumbai,5 other locations,1.8k,"Promotions / Appraisal, Salary & Benefits, Company Culture",
O P Jindal Global University,3.7,-239,Education & Training,Sonipat,11 other locations,822,"Job Security, Promotions / Appraisal, Skill Development / Learning",
Insecticides India,4,-239,Agro Chemicals,Bharuch,39 other locations,1.1k,"Skill Development / Learning, Company Culture, Work Satisfaction",
Amara Raja Power Systems,4.2,-239,Auto Components,Tirupati,36 other locations,939,Work Life Balance,
NR Consulting,4.6,-239,Recruitment,Noida,12 other locations,263,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Job Security"
KGK Group,3.5,-238,Jewellery,Mumbai,15 other locations,1.1k,"Work Life Balance, Company Culture, Job Security",
Danieli,3.6,-238,Industrial Machinery,Chennai,15 other locations,1.2k,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",
SkillRecruit,4.4,-238,Recruitment,Hyderabad / Secunderabad,11 other locations,323,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",
VERITY GLOBAL SOLUTIONS,3.4,-238,Investment Banking / Venture Capital / Private Equity,Bangalore / Bengaluru,11 other locations,1.3k,Salary & Benefits,Promotions / Appraisal
Tokai Rubber Auto Parts India,3.3,-238,Industrial Machinery,Neemrana,12 other locations,927,"Salary & Benefits, Company Culture",Work Satisfaction
Reliance resQ,4,-239,Other,Mumbai,73 other locations,557,"Work Life Balance, Job Security, Salary & Benefits",
Onkar Infotech,3.7,-238,BPO,Gurgaon / Gurugram,3 other locations,708,"Skill Development / Learning, Work Satisfaction, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Centific,3.4,-238,IT Services & Consulting,Hyderabad / Secunderabad,8 other locations,1.3k,"Skill Development / Learning, Work Life Balance, Work Satisfaction",
Bravura Solutions,3.7,-238,Software Product,Gurgaon / Gurugram,3 other locations,1.2k,"Job Security, Promotions / Appraisal, Skill Development / Learning",
Siddha Group,4,-238,Real Estate,Kolkata,9 other locations,874,"Promotions / Appraisal, Salary & Benefits, Company Culture",
PMT Machines,3,-239,Industrial Machinery,Pune,14 other locations,984,"Promotions / Appraisal, Salary & Benefits",
Bright Life Care,4,-238,Fitness & Wellness,Gurgaon / Gurugram,46 other locations,770,"Company Culture, Salary & Benefits, Work Satisfaction",
Enzene Biosciences,3.9,-238,Biotechnology,Pune,8 other locations,1.2k,"Salary & Benefits, Promotions / Appraisal, Job Security",
JRG Automotive india,3.3,-239,Auto Components,Bawal,14 other locations,883,"Company Culture, Job Security, Skill Development / Learning",
Newgen Knowledge Works,3.4,-237,Printing & Publishing,Chennai,10 other locations,1.2k,"Skill Development / Learning, Company Culture, Salary & Benefits",
Binary Semantics,3.5,-237,IT Services & Consulting,Gurgaon / Gurugram,9 other locations,1.4k,"Company Culture, Job Security, Skill Development / Learning",
Intersoft Data Labs,3.5,-237,IT Services & Consulting,Gurgaon / Gurugram,8 other locations,1.4k,Work Life Balance,"Promotions / Appraisal, Work Satisfaction"
Klaus IT Solutions,3.7,-237,IT Services & Consulting,Bangalore / Bengaluru,6 other locations,1.2k,"Job Security, Salary & Benefits","Work Life Balance, Company Culture, Work Satisfaction"
Integra Micro Systems,3.9,-238,Software Product,Bangalore / Bengaluru,39 other locations,1.2k,"Work Life Balance, Job Security, Company Culture",
IndustryBuying.com,2.9,-237,Internet,New Delhi,18 other locations,1.2k,"Promotions / Appraisal, Company Culture, Work Satisfaction",
Sparsh Hospital,3.7,-237,Healthcare,Bangalore / Bengaluru,27 other locations,1k,,
Intersoft Data Labs,3.5,-237,IT Services & Consulting,Gurgaon / Gurugram,8 other locations,1.4k,"Promotions / Appraisal, Salary & Benefits, Job Security",
Hofincons Infotech & Industrial Services,4.2,-237,Industrial Machinery,Chennai,39 other locations,606,"Promotions / Appraisal, Job Security, Skill Development / Learning",
Metacube Software,3.8,-237,IT Services & Consulting,Jaipur,5 other locations,1.9k,"Skill Development / Learning, Job Security, Company Culture",
Nuvama Wealth and Investment,3.2,-237,Financial Services,Mumbai,40 other locations,1.4k,"Promotions / Appraisal, Job Security, Salary & Benefits",
LIXIL,3.9,-237,Building Material,Gurgaon / Gurugram,38 other locations,966,"Job Security, Work Satisfaction, Work Life Balance",
Jain University,3.6,-237,Education & Training,Bangalore / Bengaluru,9 other locations,912,Work Satisfaction,Job Security
Shivalaya Construction,4.2,-237,Engineering & Construction,New Delhi,33 other locations,868,"Salary & Benefits, Work Life Balance","Job Security, Promotions / Appraisal"
Madhucon Projects,3.3,-237,Engineering & Construction,Hyderabad / Secunderabad,34 other locations,761,"Work Life Balance, Company Culture, Job Security",
Everest Fleet,3.1,-237,Urban Transport,Mumbai,16 other locations,887,"Company Culture, Skill Development / Learning, Work Satisfaction",
Amazon Distributors,3.8,-237,New Delhi +35 other locations,,,496,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
Carnival Cinemas,3.4,-237,Media & Entertainment,Mumbai,59 other locations,802,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",
Star Hospitals,4.1,-237,Healthcare,Hyderabad / Secunderabad,15 other locations,799,"Work Life Balance, Company Culture, Skill Development / Learning",
L. V. Prasad Eye Institute,4.2,-237,Healthcare,Hyderabad / Secunderabad,17 other locations,611,"Job Security, Company Culture, Work Life Balance",
Aegis Logistics,3.6,-237,Oil & Gas,Mumbai,29 other locations,1.1k,"Job Security, Company Culture, Work Satisfaction",
Anthology,3.4,-237,EdTech,Bangalore / Bengaluru,7 other locations,1.9k,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits"
Bristol-Myers Squibb,3.6,-236,Pharma,Hyderabad / Secunderabad,16 other locations,1.4k,"Job Security, Work Life Balance","Skill Development / Learning, Promotions / Appraisal, Work Satisfaction"
JSG Group,3.8,-236,Auto Components,New Delhi,10 other locations,1.1k,"Promotions / Appraisal, Work Satisfaction",
Trantor,3.8,-236,IT Services & Consulting,Chandigarh,10 other locations,1.7k,"Job Security, Company Culture",Promotions / Appraisal
Cholamandalam MS Risk Services,3.8,-236,Management Consulting,Chennai,59 other locations,774,"Job Security, Work Satisfaction, Work Life Balance",
Net Solutions,4.1,-236,IT Services & Consulting,Chandigarh,4 other locations,773,"Skill Development / Learning, Company Culture, Salary & Benefits",
Vara United,3.7,-236,IT Services & Consulting,Hyderabad / Secunderabad,29 other locations,693,"Skill Development / Learning, Promotions / Appraisal, Company Culture",
Arun Excello,3.9,-236,Engineering & Construction,Chennai,15 other locations,912,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",
Stanley Lifestyles,4.2,-236,Furniture & Furnishing,Bangalore / Bengaluru,10 other locations,817,"Job Security, Promotions / Appraisal, Work Satisfaction",
Infocus Technologies,3.9,-236,IT Services & Consulting,Kolkata,15 other locations,595,"Work Life Balance, Skill Development / Learning, Work Satisfaction",
Arvato,3.5,-236,IT Services & Consulting,Gurgaon / Gurugram,8 other locations,502,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
